layer,token,token_id,rank,prob,logit
14, me,479,8,0.00997,13.6753
14, people,952,9,0.005204,13.0252
14, an,271,10,0.004168,12.8031
15, you,368,1,0.438293,15.885
15, users,4212,2,0.135127,14.7083
15, the,253,3,0.063744,13.957
15, for,323,4,0.045105,13.6111
15, a,247,5,0.035884,13.3824
15, us,441,6,0.03162,13.2559
15, your,634,7,0.00945,12.0482
15, me,479,8,0.007637,11.8351
15, people,952,9,0.007267,11.7855
15, an,271,10,0.006998,11.7478
